Tên tác giả,Tên sách,STT,Trích dẫn
Lý Thượng Long,Không Nỗ Lực Đừng Tham Vọng,141,"""Sáu chữ cho bất kỳ sinh viên nào mới tốt nghiệp: Đừng quên ước vọng ban đầu."""
Lý Thượng Long,Không Nỗ Lực Đừng Tham Vọng,142,"""Kì thực, nắm bắt bản chất của mọi thứ là một việc vô cùng quan trọng, nhưng biết bao người lại hướng sự chú ý của mình ra xa khỏi thứ mình nên chú ý, ban đầu sẽ là khoảng thời gian hiếu kì, hưng phấn, nhưng đi mãi đi mãi liền quên mất bản thân vì sao lại xuất phát, sau đó mơ hồ ở ngã ba đường, loay hoay không biết làm gì."""
Lý Thượng Long,Không Nỗ Lực Đừng Tham Vọng,143,"""Phàm là những thông tin không có giá trị thực tế, không thể trở thành kết tinh của tri thức đều không được tính là tri thức."""
Lý Thượng Long,Không Nỗ Lực Đừng Tham Vọng,144,"""Ban đầu, dựa vào nghị lực để kiên trì, và dần dà kiên trì trở thành thói quen, nên kiên trì cũng không tốn quá nhiều công sức."""
Lý Thượng Long,Không Nỗ Lực Đừng Tham Vọng,145,"Mọi người thường nói “Chúng ta cùng…”, nhưng thực ra thì, anh là bạn, còn tôi là tôi, giữa người với người chính vì có ranh giới nên mới phân biệt 'anh' với 'tôi'."
Lý Thượng Long,Không Nỗ Lực Đừng Tham Vọng,146,"""Dựa vào ranh giới, chúng ta có thể biết được hành vi nào là phù hợp, an toàn và được cho phép, đồng thời, khi người khác vượt qua ranh giới đó của bản thân, chúng ta sẽ biết được mình nên phản ứng với điều đó như thế nào."""
Lý Thượng Long,Không Nỗ Lực Đừng Tham Vọng,147,"""Khi một ai đó không tôn trọng ranh giới của bạn tức là anh ta không tôn trọng bạn, sau nhiều lần giao thiệp không có kết quả, kiểu bạn bè như vậy sẽ nhanh chóng rời xa bạn thôi."""
Lý Thượng Long,Không Nỗ Lực Đừng Tham Vọng,148,"""Liệu ai sẽ yêu thương một người con gái không có ranh giới bản thân và không biết tôn trọng chính mình đây?"""
Lý Thượng Long,Không Nỗ Lực Đừng Tham Vọng,149,"""Sự trưởng thành chính là bắt đầu từ việc có được ranh giới của bản thân mình."""
Lý Thượng Long,Không Nỗ Lực Đừng Tham Vọng,150,"""Xem ra chỉ có kẻ mạnh mới xứng nói tới lương thiện."""
Lý Thượng Long,Không Nỗ Lực Đừng Tham Vọng,151,"""Suy nghĩ của họ đã quyết định đẳng cấp của họ. Trên thế giới này, đáng sợ nhất chính là 'đóng đinh nhận thức'. Nhận thức bị cố định lại cũng sẽ khiến vận mệnh bị giới hạn."""
Lý Thượng Long,Không Nỗ Lực Đừng Tham Vọng,152,"""Khi người ta ngừng thay đổi, ngừng cố gắng để tiến bộ, con đường tương lai sẽ ngày càng chật hẹp."""
Lý Thượng Long,Không Nỗ Lực Đừng Tham Vọng,153,"""Khi bạn bắt đầu hài lòng với những gì đã có mà không chịu tiếp tục truy cầu những thứ chưa đạt được, thì những gì bạn có được sẽ ngày càng ít đi."""
Lý Thượng Long,Không Nỗ Lực Đừng Tham Vọng,154,"""Những thứ miễn phí trên thế giới này đều hướng tới mục đích kinh doanh."""
Lý Thượng Long,Không Nỗ Lực Đừng Tham Vọng,155,"""Kĩ thuật công nghệ đổi mới từng ngày lại chỉ nhằm mục đích: Khiến con người trầm mê."""
Lý Thượng Long,Không Nỗ Lực Đừng Tham Vọng,156,"""Trong thành phố lớn, cách hữu hiệu nhất để hủy hoại lí tưởng của một con người, chính là cung cấp Wifi cho anh ta."""
Lý Thượng Long,Không Nỗ Lực Đừng Tham Vọng,157,"Trên tờ The Guardian, Sean Parker từng chia sẻ: “Mạng xã hội được thiếp lập mục đích chính có lẽ không phải để kết nối khiến chúng ta càng gắn bó khăng khít, mà là để phân tán sức chú ý của chúng ta."
Lý Thượng Long,Không Nỗ Lực Đừng Tham Vọng,158,"""Ở đâu có lượng truy cập thì ở đó có quảng cáo, ở đâu có sự chú ý thì ở đó sẽ thu phí, sự thật rằng kĩ thuật ngày càng phát triển, sự chú ý của con người lại càng rẻ mạt."""
Lý Thượng Long,Không Nỗ Lực Đừng Tham Vọng,159,"""Công cụ là để phục vụ cho con người, không phải để thao túng con người."""
Vãn Tình,Khí Chất Bao Nhiêu Hạnh Phúc Bấy Nhiêu,160,"“Thói xấu mà phụ nữ khó sửa đổi nhất chính là tính hẹp hòi, chi li, chút việc nhỏ cũng không thể bỏ qua mà cứ canh cánh trong lòng.”"
Vãn Tình,Khí Chất Bao Nhiêu Hạnh Phúc Bấy Nhiêu,161,"“Chúng ta đều phải trở thành một phụ nữ rộng lượng mà không ngu ngốc, biết khoan dung cảm thông với người khác, nhưng cũng phải biết nhìn người và có giới hạn của riêng mình.”"
Vãn Tình,Khí Chất Bao Nhiêu Hạnh Phúc Bấy Nhiêu,162,"“Cuộc sống không có đường tắt, mọi lựa chọn thoạt nhìn giống như đường tắt hầu hết đều là cạm bẫy.”"
Vãn Tình,Khí Chất Bao Nhiêu Hạnh Phúc Bấy Nhiêu,163,"“Thấy người khác sống ung dung tự tại, bạn cảm thán người ta thật tốt số, cũng muốn mình được như vậy, đó là lẽ thường tình. Nhưng bạn chưa thấy họ đã nỗ lực tới mức nào để đạt được cuộc sống đó.”"
Vãn Tình,Khí Chất Bao Nhiêu Hạnh Phúc Bấy Nhiêu,164,"“Nhìn từ quy luật chung của nhân tính mà nói, một người lần đầu tiên ức hiếp một người khác, trong lòng anh ta cũng thấp thỏm lo lắng. Anh ta sẽ quan sát phản ứng của đối phương, thăm dò giới hạn chịu đựng của đối phương. Nếu ngay từ lần đầu tiên, đối phương đã phản kháng hành vi đó một cách kịch liệt, vậy anh ta sẽ không dám cư xử quá đáng nữa, nhưng nếu đối phương tỏ ra nhu nhược nhẫn nhịn, hành vi của anh ta sẽ ngày càng nghiêm trọng và tồi tệ hơn.”"
Vãn Tình,Khí Chất Bao Nhiêu Hạnh Phúc Bấy Nhiêu,165,"“Mọi tình cảm đều chỉ có ý nghĩa khi đôi bên đều biết trân trọng nó, không thì ở trong mắt đối phương không phải bạn đang trân trọng tình cảm, mà là bạn tự coi rẻ chính mình.”"
Vãn Tình,Khí Chất Bao Nhiêu Hạnh Phúc Bấy Nhiêu,166,"“Khi gặp rắc rối, một người không thể đưa ra lựa chọn và lập trường của bản thân, không có năng lực giải quyết vấn đề - là vô dụng; không dám đưa ra lựa chọn, chỉ sợ làm tổn thương, đắc tội với ai – là nhu nhược.”"
Vãn Tình,Khí Chất Bao Nhiêu Hạnh Phúc Bấy Nhiêu,167,"“Tôi muốn nhắn nhủ với những người thiếu quyết đoán này: Sống có tình nghĩa không phải là che giấu chân tướng, cũng không phải là trì hoãn vô thời hạn, mà là dũng cảm đối mặt, tích cực giải quyết, thẳng thắn đối mặt với bản thân, cho đối phương một câu trả lời chân thành, bảo vệ hạnh phúc mình đang theo đuổi, cũng buông tay người mình không yêu, để đối phương có cơ hội tìm hạnh phúc mới.”"
Vãn Tình,Khí Chất Bao Nhiêu Hạnh Phúc Bấy Nhiêu,168,"“Khi vấn đề vừa xuất hiện, đừng né tránh mà hãy nhìn thẳng vào chúng. Cái giá phải trả để giải quyết vấn đề vào lúc này sẽ ít hơn nhiều so với cái giá phải trả khi vấn đề mở rộng, thậm chí chuyển biến xấu.”"
Vãn Tình,Khí Chất Bao Nhiêu Hạnh Phúc Bấy Nhiêu,169,"“Hầu hết chúng ta đều là những người bình thường với cuộc sống bình thường, không thể tránh khỏi hỉ nộ ái ố. Nhưng có người sống trong sầu khổ, có người lại sống trong hạnh phúc. Điều làm nên hai kiểu người này không phải là hoàn cảnh, mà là tư duy của mỗi người.”"
Vãn Tình,Khí Chất Bao Nhiêu Hạnh Phúc Bấy Nhiêu,170,"“Đời người như một con đường, dù chúng ta có đi xa đến đâu, cũng đừng quên mục đích xuất phát lúc ban đầu.”"
Vãn Tình,Khí Chất Bao Nhiêu Hạnh Phúc Bấy Nhiêu,171,"“Có lẽ nhân tính đều chỉ muốn chấp nhận kết cục tốt đẹp, và bài xích những kết quả không tốt theo bản năng! Nhưng trong thực tế cuộc sống, không có chuyện vì bạn bài xích mà kết quả tồi tệ không bao giờ xuất hiện.”"
Vãn Tình,Khí Chất Bao Nhiêu Hạnh Phúc Bấy Nhiêu,172,"“Bạn không thể hiểu nổi, bởi vì trong tư tưởng của bạn thì bạn sẽ không làm như thế, nên bạn cũng cho rằng người khác cũng không thể làm như thế.”"
Vãn Tình,Khí Chất Bao Nhiêu Hạnh Phúc Bấy Nhiêu,173,"“Thực ra sách vở không hề gạt người, chẳng qua không có phương pháp nào giải quyết được mọi vấn đề, cũng không có tư tưởng nào áp dụng được cho tất cả mọi người… Chỉ có việc thiếu năng lực suy nghĩ độc lập, chưa hiểu vấn đề đã coi chúng như tín ngưỡng cuộc sống, mới khiến người ta ngày càng ngu xuẩn thôi.”"
Vãn Tình,Khí Chất Bao Nhiêu Hạnh Phúc Bấy Nhiêu,174,Bận rộn là phương thuốc hữu hiệu để chữa trị mọi “bệnh thần kinh”.
Vãn Tình,Khí Chất Bao Nhiêu Hạnh Phúc Bấy Nhiêu,175,"Phụ nữ chưa bao giờ đạt được địa vị bằng cách “làm bộ làm tịch”, địa vị của phụ nữ được xây dựng dựa trên giáo dưỡng, học thức, năng lực, khả năng đối nhân xử thế."
Vãn Tình,Khí Chất Bao Nhiêu Hạnh Phúc Bấy Nhiêu,176,"“Thế giới của bạn nhỏ thì bạn mới băn khoăn những việc vặt vãnh nhỏ nhặt, thế giới của bạn nhỏ thì bạn mới ngày ngày mong muốn người khác thay đổi cho phù hợp với kỳ vọng của bạn, thế giới của bạn nhỏ thì phải mới sống mà không cảm thấy an toàn.”"
Vãn Tình,Khí Chất Bao Nhiêu Hạnh Phúc Bấy Nhiêu,177,"“Trong cuộc sống, thực ra không có quá nhiều chuyện cần người khác giúp đỡ như vậy. Là người trưởng thành rồi, nhớ chú ý đừng làm phiền người khác.”"
Vãn Tình,Khí Chất Bao Nhiêu Hạnh Phúc Bấy Nhiêu,178,"“Chuyện mà sớm muộn gì bạn cũng từ chối, thì chi bằng nói rõ ràng ngay từ đầu.”"
Vãn Tình,Khí Chất Bao Nhiêu Hạnh Phúc Bấy Nhiêu,179,"“Rất nhiều người ở bên ngoài luôn hiền hòa vui vẻ, nhưng lại mang mọi bực bội tức tối về nhà, trút lên hết người thân trong gia đình, cho rằng người nhà có nghĩa vụ chịu đựng tính xấu và tâm trạng tồi tệ của mình. Tuy vậy, họ đã quên rằng: Không ai có nghĩa vụ chịu đựng đó, kể cả cha mẹ mỗi người.”"
Vãn Tình,Khí Chất Bao Nhiêu Hạnh Phúc Bấy Nhiêu,180,"“Không có chuyện gì là ‘lẽ đương nhiên’. Bất kể là vợ chồng, cha mẹ, chị em hay bạn bè, mọi sự hy sinh đều bắt nguồn từ tình cảm. Bạn không nợ bất cứ ai, cũng không có bất cứ ai nợ bạn.”"
Vãn Tình,Khí Chất Bao Nhiêu Hạnh Phúc Bấy Nhiêu,181,"“Cao Giàu Đẹp (Cao Phú Soái): cách gọi phổ biến ở Trung Quốc dành cho những người đàn ông vừa cao ráo, vừa giàu có, vừa đẹp trai. Với phụ nữ, có cách gọi là Trắng Giàu Đẹp (Bạch Phú Mỹ) để chỉ những phụ nữ vừa giàu có, vừa xinh đẹp.”"
Vãn Tình,Khí Chất Bao Nhiêu Hạnh Phúc Bấy Nhiêu,182,"“Quan niệm của bạn sẽ quyết định việc bạn gặp được hạng người gì, sống cuộc sống ra sao và lựa chọn cuộc đời thế nào.”"
Vãn Tình,Khí Chất Bao Nhiêu Hạnh Phúc Bấy Nhiêu,183,"“Tình yêu mỹ mãn sẽ không bao giờ khiến bạn tủi thân oan ức. Đừng bao giờ kiễng chân lên để yêu một người, vì không ai có thể giữ được tư thế khó chịu ấy mãi đâu.”"
Vãn Tình,Khí Chất Bao Nhiêu Hạnh Phúc Bấy Nhiêu,184,"“Có lẽ sai lầm lớn nhất của rất nhiều phụ nữ, ấy là ôm đồm tất cả mọi việc, lại khiến đàn ông không cảm nhận được giá trị của mình.”"
Vãn Tình,Khí Chất Bao Nhiêu Hạnh Phúc Bấy Nhiêu,185,"“Một người con có hiếu thực sự phải sống thật tốt cuộc đời của chính mình, đồng thời phụng dưỡng cha mẹ, tôn trọng cuộc sống của cha mẹ, chứ không phải giao cuộc đời của mình cho cha mẹ.”"
Vãn Tình,Khí Chất Bao Nhiêu Hạnh Phúc Bấy Nhiêu,186,"“Một khi thành kiến đã hình thành thì rất khó loại bỏ, nhất là ấn tượng đầu tiên khi đã hình thành thì rất có thể trở thành ấn tượng cả đời.”"
Vãn Tình,Khí Chất Bao Nhiêu Hạnh Phúc Bấy Nhiêu,187,"“Chỉ cần làm một chuyện là có thể để lại ấn tượng xấu, nhưng muốn thay đổi ấn tượng xấu thì cần phải làm cả trăm chuyện.”"
Vãn Tình,Khí Chất Bao Nhiêu Hạnh Phúc Bấy Nhiêu,188,"“Mọi sự thay đổi phải xuất phát từ nội tâm, là nội tâm của chính chúng ta thôi thúc mình thay đổi chứ không phải vì ai đó không hài lòng nên chúng ta mới tìm cách đổi thay.”"
